"sites.sitename","variable","Yr","Mo","Value","N.Obs"
"Amacayacu","tmp",1941,10,26.3,4
"Amacayacu","tmp",1941,11,27.2,4
"Amacayacu","tmp",1941,12,26.2,4
"Amacayacu","tmp",1942,1,26.3,4
"Amacayacu","tmp",1942,2,25.7,3
"Amacayacu","tmp",1942,3,26.6,4
"Amacayacu","tmp",1942,4,26.4,4
"Amacayacu","tmp",1942,5,25.4,4
"Amacayacu","tmp",1942,6,25.4,3
"Amacayacu","tmp",1942,7,24.5,4
"Amacayacu","tmp",1942,8,25.6,4
"Amacayacu","tmp",1942,9,26,4
"Amacayacu","tmp",1942,10,25.8,4
"Amacayacu","tmp",1942,11,26.3,4
"Amacayacu","tmp",1942,12,25.5,3
"Amacayacu","tmp",1943,1,25.9,5
"Amacayacu","tmp",1943,2,25.4,4
"Amacayacu","tmp",1943,3,25.5,5
"Amacayacu","tmp",1943,4,25.6,5
"Amacayacu","tmp",1943,5,25.3,4
"Amacayacu","tmp",1943,6,24.9,4
"Amacayacu","tmp",1943,7,24.5,4
"Amacayacu","tmp",1943,8,25.9,4
"Amacayacu","tmp",1943,9,25.7,5
"Amacayacu","tmp",1943,10,26.3,5
"Amacayacu","tmp",1943,11,26,4
"Amacayacu","tmp",1943,12,26,5
"Amacayacu","tmp",1944,1,25.6,5
"Amacayacu","tmp",1944,2,25.4,4
"Amacayacu","tmp",1944,3,25.5,4
"Amacayacu","tmp",1944,4,25.8,5
"Amacayacu","tmp",1944,5,25.4,4
"Amacayacu","tmp",1944,6,24.9,4
"Amacayacu","tmp",1944,7,25,4
"Amacayacu","tmp",1944,8,25.5,4
"Amacayacu","tmp",1944,9,25.7,5
"Amacayacu","tmp",1944,10,26.4,5
"Amacayacu","tmp",1944,11,26.2,5
"Amacayacu","tmp",1944,12,25.9,5
"Amacayacu","tmp",1945,1,25.9,5
"Amacayacu","tmp",1945,2,25.9,5
"Amacayacu","tmp",1945,3,26.2,5
"Amacayacu","tmp",1945,4,25.9,4
"Amacayacu","tmp",1945,5,25.2,4
"Amacayacu","tmp",1945,6,25.4,3
"Amacayacu","tmp",1945,7,25.4,4
"Amacayacu","tmp",1945,8,25.8,5
"Amacayacu","tmp",1945,9,26.2,5
"Amacayacu","tmp",1945,10,26.1,5
"Amacayacu","tmp",1945,11,26,5
"Amacayacu","tmp",1945,12,25.8,5
"Amacayacu","tmp",1946,1,25.6,4
"Amacayacu","tmp",1946,2,25.8,5
"Amacayacu","tmp",1946,3,26.1,5
"Amacayacu","tmp",1946,4,25.8,5
"Amacayacu","tmp",1946,5,25.5,5
"Amacayacu","tmp",1946,6,25,4
"Amacayacu","tmp",1946,7,24.7,4
"Amacayacu","tmp",1946,8,25.2,4
"Amacayacu","tmp",1946,9,25.7,4
"Amacayacu","tmp",1946,10,25.7,4
"Amacayacu","tmp",1946,11,25.8,4
"Amacayacu","tmp",1946,12,26.2,3
"Amacayacu","tmp",1947,1,26,4
"Amacayacu","tmp",1947,2,26.3,4
"Amacayacu","tmp",1947,3,26.7,4
"Amacayacu","tmp",1947,4,25.7,4
"Amacayacu","tmp",1947,5,25.4,4
"Amacayacu","tmp",1947,6,25,3
"Amacayacu","tmp",1947,7,24.8,3
"Amacayacu","tmp",1947,8,25.9,2
