"Description: Standardized Precipitation Evapotranspiration Index (SPEI) at timescales between 1 and 48 months. Each column is a time series of monthly SPEI values starting on January 1901. Units: standard (Z) scores, i.e. normally distributed values with mean 0 and unit standard deviation. Missing value: NA. Not a number: nan. Version: 2.5 - July 2017. Comment: Using Penman equation for ET. Creators: Santiago Beguería - santiago.begueria_add_the_at_symbol_csic.es and Sergio Vicente-Serrano - svicen_add_the_at_symbol_ipe.csic.es."
SPEI01,SPEI02,SPEI03,SPEI04,SPEI05,SPEI06,SPEI07,SPEI08,SPEI09,SPEI10,SPEI11,SPEI12,SPEI13,SPEI14,SPEI15,SPEI16,SPEI17,SPEI18,SPEI19,SPEI20,SPEI21,SPEI22,SPEI23,SPEI24,SPEI25,SPEI26,SPEI27,SPEI28,SPEI29,SPEI30,SPEI31,SPEI32,SPEI33,SPEI34,SPEI35,SPEI36,SPEI37,SPEI38,SPEI39,SPEI40,SPEI41,SPEI42,SPEI43,SPEI44,SPEI45,SPEI46,SPEI47,SPEI48
-1.84158,-0.37893,-0.49613,-1.08218,-0.53532,-1.04885,-1.3463,-1.04168,-1.10051,-1.25806,-1.02438,-0.8589,-0.99801,-0.30274,-0.11334,-0.38536,-0.42247,-0.09378,0.40093,0.82549,0.68178,0.90782,1.07893,1.28571,1.19999,1.05768,0.73721,0.77446,0.90482,1.27562,1.34544,1.42271,1.28433,1.24268,1.30938,1.27973,1.17029,1.14492,1.11201,1.27032,1.17286,1.17722,1.19521,1.25274,1.24219,1.18712,1.05726,1.07611
1.26361,0.09444,0.55079,0.37829,-0.26463,0.13796,-0.41971,-0.74482,-0.4278,-0.50099,-0.71052,-0.48186,-0.32434,-0.52317,0.10341,0.27305,0.01286,-0.02454,0.25121,0.68251,1.03717,0.91106,1.10636,1.24521,1.43324,1.35601,1.2288,0.94428,0.96826,1.07928,1.40623,1.46837,1.54018,1.41833,1.37848,1.43842,1.41365,1.31168,1.2918,1.25692,1.39733,1.30908,1.30946,1.3249,1.37373,1.36295,1.30838,1.18488
2.37627,2.19518,1.57597,1.76098,1.66352,1.11197,1.24635,0.77783,0.5072,0.73209,0.63982,0.39562,0.53701,0.62147,0.41172,0.93952,1.0393,0.77971,0.71044,0.92575,1.24546,1.50253,1.40328,1.55336,1.64177,1.79685,1.75543,1.65959,1.41706,1.40912,1.47797,1.74557,1.78666,1.84328,1.7414,1.70361,1.74552,1.72173,1.63311,1.62499,1.58753,1.69758,1.62418,1.61598,1.62314,1.65238,1.6472,1.60017
-1.33177,1.84429,1.8962,1.17145,1.41587,1.30872,0.77614,0.97248,0.51287,0.23387,0.47679,0.38411,0.14432,0.29776,0.38991,0.18321,0.72077,0.83306,0.58219,0.52416,0.75149,1.09334,1.37034,1.26647,1.42828,1.52822,1.6811,1.63835,1.5418,1.28995,1.28793,1.36401,1.64779,1.69288,1.75061,1.6483,1.60885,1.6552,1.6312,1.53472,1.52633,1.48624,1.60701,1.52715,1.51868,1.52909,1.56396,1.55788
-1.3364,-1.71601,1.16729,1.50973,0.78325,1.07367,0.97969,0.4817,0.74438,0.27213,-0.01553,0.23562,0.15549,-0.07901,0.09998,0.18811,-0.00971,0.53113,0.65243,0.4085,0.35376,0.59762,0.95703,1.25727,1.14781,1.32262,1.43356,1.59471,1.52866,1.42538,1.17163,1.18784,1.27024,1.56529,1.60711,1.6656,1.56286,1.51856,1.56422,1.54336,1.4438,1.42928,1.39196,1.51092,1.42785,1.42139,1.43237,1.4721
1.18988,0.10569,-0.70092,1.34799,1.61563,1.01788,1.27188,1.18863,0.72994,0.94567,0.51602,0.26068,0.4736,0.38916,0.16422,0.30677,0.38105,0.1923,0.70645,0.81094,0.56678,0.50626,0.73357,1.06333,1.3437,1.24188,1.40719,1.51127,1.66138,1.60472,1.50944,1.26723,1.27733,1.35382,1.6399,1.67703,1.73052,1.62801,1.58768,1.62879,1.61094,1.5122,1.50401,1.46484,1.58083,1.50052,1.49447,1.50072
-1.08335,0.16398,-0.64733,-1.15868,0.96268,1.33334,0.70536,0.97086,0.9107,0.47164,0.71449,0.27792,0.02086,0.25283,0.17131,-0.05471,0.10554,0.1885,0.0077,0.53477,0.64865,0.41439,0.36687,0.59927,0.94212,1.23369,1.12937,1.3017,1.41846,1.5672,1.5119,1.41416,1.16598,1.18296,1.26381,1.55188,1.59586,1.65273,1.55179,1.51026,1.55399,1.52783,1.42864,1.4202,1.38077,1.50324,1.41583,1.41243
-0.18324,-0.98555,-0.11144,-0.72807,-1.16338,0.81972,1.18191,0.57331,0.85239,0.79482,0.37773,0.63724,0.20639,-0.05107,0.17467,0.09311,-0.13054,0.0233,0.1089,-0.07609,0.45517,0.57623,0.33907,0.29857,0.53517,0.8953,1.20141,1.0931,1.281,1.40522,1.5623,1.4996,1.39325,1.1326,1.15262,1.23988,1.54065,1.58481,1.64308,1.53732,1.49483,1.54354,1.51135,1.4084,1.39806,1.36025,1.49005,1.3997
-1.36221,-1.30887,-1.6821,-1.02852,-1.53211,-1.73731,0.25456,0.78152,0.10902,0.3708,0.30436,-0.06393,0.23212,-0.2004,-0.4607,-0.21527,-0.29087,-0.49014,-0.32478,-0.22939,-0.40162,0.1439,0.27691,0.05066,0.025,0.27002,0.6555,0.98261,0.86923,1.07377,1.20791,1.38524,1.31562,1.20044,0.92775,0.95875,1.05841,1.38166,1.43525,1.50251,1.39088,1.34471,1.40205,1.37131,1.26052,1.24408,1.2083,1.35617
-1.56804,-1.80431,-1.71584,-1.96666,-1.59883,-1.98547,-1.98026,-0.44923,0.1865,-0.4455,-0.19981,-0.25872,-0.59346,-0.27848,-0.66758,-0.90021,-0.66623,-0.72844,-0.88155,-0.72084,-0.62503,-0.75457,-0.22199,-0.06744,-0.2802,-0.29989,-0.04528,0.35618,0.70828,0.58711,0.81826,0.97188,1.16566,1.08608,0.95754,0.67558,0.71182,0.82566,1.1743,1.24041,1.31648,1.1937,1.14316,1.20813,1.17559,1.05734,1.03219,1.00281
0.60161,-0.72279,-1.25298,-1.26867,-1.54912,-1.20762,-1.56413,-1.67565,-0.24007,0.34331,-0.24709,-0.04071,-0.10071,-0.42654,-0.13434,-0.50565,-0.73458,-0.5099,-0.57449,-0.73988,-0.58936,-0.50209,-0.62907,-0.10726,0.03879,-0.17367,-0.20015,0.05401,0.44325,0.77999,0.66502,0.88216,1.0263,1.20702,1.12991,1.00667,0.73713,0.77039,0.87997,1.22026,1.28057,1.35257,1.23582,1.18849,1.24954,1.21602,1.1016,1.07727
0.3387,0.4838,-0.50852,-1.00523,-1.04712,-1.30617,-0.97637,-1.26653,-1.43927,-0.14781,0.38015,-0.16216,0.02462,-0.04065,-0.34913,-0.07971,-0.44593,-0.66693,-0.44466,-0.51179,-0.68193,-0.53164,-0.44961,-0.57881,-0.05244,0.08876,-0.12627,-0.16125,0.09048,0.46911,0.80366,0.6887,0.90732,1.04588,1.22455,1.14855,1.02797,0.75952,0.79155,0.90139,1.23829,1.29799,1.36954,1.25245,1.20227,1.26552,1.23645,1.12097
-1.07542,-0.59024,-0.26101,-1.01038,-1.37441,-1.37859,-1.61876,-1.32858,-1.5763,-1.73701,-0.4775,0.06841,-0.45206,-0.24378,-0.30655,-0.61271,-0.3271,-0.70246,-0.93966,-0.71858,-0.77964,-0.92722,-0.76802,-0.67633,-0.8066,-0.28651,-0.1374,-0.34781,-0.37183,-0.12364,0.26063,0.60296,0.48668,0.71251,0.86616,1.05234,0.97063,0.83962,0.56987,0.61028,0.72531,1.06834,1.13351,1.21047,1.09224,1.04065,1.10996,1.08049
-0.86609,-1.47913,-1.12743,-0.75027,-1.36583,-1.64667,-1.59383,-1.84159,-1.56119,-1.77357,-1.90809,-0.78535,-0.25327,-0.74528,-0.52945,-0.55431,-0.83871,-0.55948,-0.90941,-1.1263,-0.92024,-0.97718,-1.10028,-0.94864,-0.85736,-0.96708,-0.47782,-0.32694,-0.52413,-0.53938,-0.29847,0.07876,0.42528,0.3059,0.53916,0.70067,0.9007,0.81567,0.68164,0.41337,0.45556,0.57419,0.92705,0.99715,1.07961,0.95435,0.90049,0.97323
1.58431,0.60049,-0.15887,-0.07084,0.12793,-0.51518,-0.9473,-0.96533,-1.21939,-0.91675,-1.17011,-1.35645,-0.23401,0.20849,-0.27068,-0.08091,-0.12488,-0.39453,-0.15042,-0.48211,-0.67202,-0.47672,-0.53783,-0.68548,-0.54594,-0.47262,-0.60197,-0.1412,-0.01385,-0.20343,-0.23109,-0.0076,0.34244,0.65887,0.5514,0.75914,0.90311,1.078,0.99636,0.8762,0.62269,0.65817,0.76291,1.08686,1.14941,1.22034,1.10634,1.05572
1.1357,1.7792,0.92696,0.22474,0.29083,0.47176,-0.1475,-0.61053,-0.65499,-0.92089,-0.61281,-0.87954,-1.09609,0.00768,0.41117,-0.04602,0.13088,0.07332,-0.19134,0.04276,-0.27778,-0.47101,-0.28102,-0.34431,-0.50061,-0.36536,-0.29259,-0.43234,0.01895,0.13655,-0.0518,-0.0835,0.13082,0.4676,0.7713,0.66828,0.86231,0.99928,1.16479,1.08201,0.96849,0.71916,0.75087,0.85051,1.16278,1.22262,1.28912,1.17935
1.45226,1.57239,1.88596,1.32376,0.73627,0.7684,0.91832,0.33191,-0.14394,-0.2286,-0.4932,-0.19558,-0.45912,-0.71532,0.36067,0.70108,0.28058,0.44507,0.37233,0.10342,0.30925,2e-04,-0.18455,-0.00547,-0.06628,-0.23172,-0.10079,-0.0308,-0.17141,0.26401,0.36626,0.17743,0.13504,0.34327,0.66404,0.94208,0.84692,1.02248,1.14318,1.29825,1.22064,1.11527,0.8769,0.90095,0.99011,1.27598,1.32814,1.38737
-0.6142,0.83219,1.15538,1.55913,1.068,0.50242,0.53512,0.7159,0.15937,-0.28361,-0.36223,-0.62203,-0.3247,-0.59014,-0.83929,0.23612,0.5865,0.16774,0.33538,0.26641,-0.00054,0.20888,-0.09385,-0.27768,-0.09996,-0.15756,-0.31553,-0.18957,-0.11587,-0.25389,0.17777,0.28113,0.09698,0.05286,0.26049,0.58161,0.86987,0.77489,0.95292,1.07893,1.239,1.15757,1.04935,0.80712,0.83523,0.92892,1.22494,1.2783
-0.6656,-1.00454,0.34145,0.73873,1.28749,0.84406,0.30241,0.33833,0.51902,-0.01353,-0.46102,-0.52192,-0.7807,-0.47866,-0.74236,-0.9736,0.10616,0.46912,0.05215,0.22126,0.15528,-0.10341,0.12033,-0.18964,-0.37612,-0.19561,-0.25896,-0.41453,-0.28584,-0.20157,-0.34134,0.10274,0.21186,0.02069,-0.01954,0.19071,0.5177,0.80938,0.71214,0.89147,1.01929,1.17935,1.09829,0.98966,0.74714,0.77502,0.87019,1.16816
1.76828,1.17553,0.74185,1.29501,1.43857,1.67667,1.32388,0.89984,0.94065,1.08388,0.59727,0.17918,0.09229,-0.13781,0.10968,-0.14083,-0.40206,0.54095,0.84572,0.46787,0.62473,0.54623,0.28414,0.47749,0.18432,0.00562,0.17215,0.11057,-0.04939,0.06527,0.13745,0.00081,0.41865,0.51103,0.32132,0.26778,0.46758,0.77352,1.04224,0.94963,1.11676,1.23169,1.37785,1.30063,1.2058,0.97043,0.9911,1.0765
0.36668,1.52588,1.11697,0.8037,1.27248,1.41948,1.64046,1.34974,0.94851,0.97249,1.0893,0.65206,0.25435,0.16772,-0.04772,0.18697,-0.04883,-0.29547,0.58861,0.87582,0.51358,0.67428,0.59428,0.34246,0.52608,0.24447,0.07799,0.235,0.17391,0.01631,0.12647,0.19351,0.06002,0.47335,0.56115,0.37329,0.31604,0.51096,0.81217,1.07479,0.98616,1.1479,1.25951,1.40435,1.32738,1.23399,0.99822,1.0212
-0.42913,-0.14897,0.88664,0.57575,0.37457,0.87566,1.06321,1.43043,1.13193,0.72932,0.73903,0.85698,0.40442,0.02652,-0.0507,-0.25288,-0.01566,-0.23526,-0.45291,0.42193,0.72596,0.36735,0.52678,0.45769,0.21501,0.4001,0.12478,-0.03886,0.11727,0.05785,-0.08705,0.0204,0.07915,-0.04567,0.36604,0.45843,0.27102,0.2146,0.40837,0.71251,0.97951,0.88784,1.05442,1.16896,1.31901,1.23935,1.14014,0.90501
-1.43808,-1.30008,-0.83308,0.12927,-0.14015,-0.27614,0.30271,0.55681,1.04449,0.76922,0.33882,0.31611,0.43673,0.0178,-0.32252,-0.37788,-0.57944,-0.34154,-0.55617,-0.75877,0.12347,0.43804,0.07965,0.24632,0.18912,-0.04798,0.14864,-0.12314,-0.29305,-0.12892,-0.18352,-0.32378,-0.20513,-0.14687,-0.26934,0.14132,0.24554,0.05722,0.00598,0.21069,0.52378,0.80588,0.71098,0.8885,1.01265,1.16535,1.0836,0.97364
-1.42124,-1.70666,-1.5878,-1.22324,-0.44387,-0.6374,-0.76523,-0.24467,0.07146,0.62377,0.37338,-0.03371,-0.06328,0.06324,-0.31357,-0.6414,-0.68571,-0.8822,-0.65239,-0.86965,-1.04735,-0.16456,0.16297,-0.19343,-0.01376,-0.05888,-0.29882,-0.09666,-0.37026,-0.54844,-0.38046,-0.43303,-0.57152,-0.45048,-0.38213,-0.50327,-0.08601,0.03147,-0.15542,-0.19936,0.00645,0.3308,0.63022,0.52777,0.71487,0.8508,1.01563,0.93025
2.00727,1.43153,0.66807,0.28529,0.36408,1.00876,0.81207,0.66166,0.99192,1.15253,1.43523,1.21813,0.9417,0.95745,1.02749,0.67568,0.35589,0.2805,0.09772,0.30239,0.0982,-0.134,0.63486,0.87702,0.57049,0.72225,0.6502,0.41985,0.56204,0.32458,0.17964,0.31855,0.26532,0.13548,0.22673,0.27067,0.15416,0.51901,0.59868,0.42913,0.37244,0.55075,0.82478,1.06695,0.98621,1.13324,1.23942,1.3836
-0.65726,1.55816,0.92714,0.20333,-0.06461,0.05762,0.67263,0.49833,0.35749,0.70315,0.88695,1.23116,1.02513,0.71558,0.72032,0.79256,0.44867,0.14252,0.06962,-0.10274,0.0965,-0.10188,-0.3136,0.44879,0.69532,0.38508,0.53638,0.47509,0.25587,0.40847,0.1714,0.02767,0.16591,0.11025,-0.01639,0.07504,0.12797,0.01612,0.38357,0.46637,0.2974,0.24152,0.42477,0.69958,0.94994,0.8646,1.01412,1.12347
1.01261,0.16912,1.6469,1.13127,0.53906,0.2935,0.36158,0.88247,0.72988,0.6035,0.90017,1.04805,1.33772,1.13144,0.85462,0.86795,0.92437,0.59253,0.29506,0.23201,0.07568,0.26132,0.07879,-0.12685,0.57197,0.81094,0.5139,0.65428,0.59233,0.38271,0.51732,0.28993,0.15645,0.28921,0.23758,0.11602,0.20274,0.24698,0.13837,0.48337,0.55738,0.39676,0.33966,0.5142,0.77436,1.01077,0.93003,1.07285
0.03224,0.74171,0.09383,1.56758,1.05061,0.49703,0.27236,0.35815,0.86641,0.71832,0.59747,0.88314,1.03013,1.31746,1.11191,0.84077,0.85072,0.90498,0.57927,0.29011,0.23302,0.07447,0.25617,0.07223,-0.12869,0.56617,0.80013,0.50652,0.64707,0.58527,0.37549,0.51083,0.28308,0.14925,0.28341,0.2311,0.10684,0.19468,0.23529,0.12546,0.46624,0.54106,0.38097,0.32487,0.50008,0.7595,0.99565,0.91423
0.01405,-0.03392,0.59057,0.04369,1.45008,0.96529,0.4499,0.23869,0.34466,0.85662,0.70852,0.57763,0.86662,1.01238,1.29031,1.09232,0.82187,0.82723,0.88003,0.56226,0.27312,0.21951,0.06265,0.24252,0.06195,-0.13668,0.5632,0.8018,0.5081,0.64152,0.57972,0.37288,0.50649,0.28239,0.15283,0.28461,0.23233,0.10947,0.19746,0.23823,0.13116,0.46392,0.53669,0.37974,0.32448,0.49516,0.75039,0.98221
-0.80677,-0.60059,-0.45541,0.23692,-0.23223,1.18507,0.69517,0.20495,0.02651,0.16717,0.69248,0.55611,0.41986,0.72075,0.88406,1.17807,0.97094,0.69621,0.69525,0.75281,0.43572,0.1498,0.10018,-0.05791,0.12375,-0.05329,-0.24424,0.456,0.70252,0.40528,0.53829,0.47711,0.27401,0.40857,0.18159,0.04788,0.18445,0.13601,0.00954,0.10044,0.14252,0.03645,0.36957,0.44693,0.29089,0.23845,0.41004,0.67139
-1.12868,-1.53832,-1.33267,-0.98109,-0.23601,-0.62777,0.8621,0.38105,-0.11339,-0.26273,-0.1155,0.45378,0.32039,0.1877,0.51167,0.68428,1.01352,0.80351,0.52262,0.51644,0.58246,0.27323,-0.00601,-0.0581,-0.21866,-0.03144,-0.2189,-0.40666,0.32061,0.58433,0.28072,0.4175,0.35822,0.14817,0.29323,0.0597,-0.07838,0.06019,0.00822,-0.12233,-0.02862,0.022,-0.08305,0.25608,0.34116,0.18114,0.13513,0.30864
-0.43875,-1.1845,-1.45211,-1.37004,-1.12197,-0.4125,-0.74786,0.67043,0.20456,-0.27953,-0.40026,-0.24377,0.33192,0.19569,0.05937,0.38765,0.56712,0.91093,0.69467,0.40238,0.3962,0.47047,0.15782,-0.11299,-0.16764,-0.33265,-0.14638,-0.33228,-0.51435,0.22221,0.49534,0.18618,0.32285,0.2661,0.05343,0.20458,-0.02939,-0.16665,-0.02585,-0.08036,-0.20957,-0.11502,-0.05893,-0.16407,0.18101,0.27104,0.10807,0.06269
1.47372,0.9533,0.28295,-0.0618,-0.0797,-0.09199,0.37275,0.0484,1.10536,0.7135,0.28661,0.16544,0.25502,0.71255,0.5912,0.47711,0.74277,0.88603,1.16691,0.97805,0.72173,0.7328,0.78256,0.48499,0.22479,0.16977,0.02213,0.19098,0.01391,-0.17345,0.50763,0.74895,0.46722,0.60073,0.53893,0.33092,0.45852,0.23367,0.1057,0.24075,0.1886,0.05797,0.14303,0.18101,0.07412,0.40477,0.4822,0.32061
-1.36683,0.16483,-0.10811,-0.58127,-0.7972,-0.79384,-0.71169,-0.26115,-0.5303,0.65692,0.2043,-0.22125,-0.3289,-0.20671,0.28899,0.16542,0.06149,0.36112,0.53489,0.8736,0.67246,0.4054,0.4128,0.48162,0.1916,-0.06427,-0.11198,-0.26284,-0.08998,-0.26513,-0.4384,0.25491,0.50285,0.21475,0.35414,0.30171,0.09242,0.22741,0.00153,-0.12795,0.00569,-0.04668,-0.16886,-0.08012,-0.03791,-0.13753,0.1889,0.27639
0.48263,-0.67898,0.3055,0.05735,-0.35788,-0.54384,-0.5464,-0.5097,-0.11098,-0.35924,0.74167,0.30684,-0.09932,-0.21024,-0.09775,0.37183,0.2514,0.15707,0.44532,0.6009,0.9238,0.71973,0.46973,0.48033,0.54325,0.26147,0.00661,-0.03289,-0.17792,-0.00738,-0.17565,-0.34501,0.33189,0.56264,0.28365,0.41124,0.35894,0.15284,0.28016,0.06331,-0.06656,0.06594,0.01501,-0.10539,-0.01822,0.01596,-0.08598,0.23742
0.15303,0.28472,-0.57336,0.22007,0.03316,-0.30651,-0.48253,-0.48379,-0.44594,-0.09223,-0.309,0.7119,0.30229,-0.09028,-0.18852,-0.09057,0.3596,0.24852,0.16384,0.44346,0.58973,0.91304,0.71009,0.47233,0.48766,0.54868,0.26876,0.00766,-0.02972,-0.17558,-0.00354,-0.17122,-0.33858,0.33002,0.56275,0.28112,0.40707,0.35519,0.15113,0.27824,0.05844,-0.07204,0.06008,0.00768,-0.11378,-0.03133,-0.00219,-0.10104
-0.25812,-0.26369,-0.07344,-0.7791,0.02049,-0.14908,-0.46916,-0.63274,-0.64347,-0.58355,-0.21571,-0.44291,0.5948,0.20113,-0.18714,-0.28004,-0.17673,0.27995,0.1647,0.0684,0.34484,0.48763,0.80398,0.60063,0.35689,0.37705,0.43832,0.16082,-0.09238,-0.12848,-0.26912,-0.1074,-0.26835,-0.43034,0.22673,0.457,0.18319,0.30517,0.26026,0.0677,0.19617,-0.01845,-0.1412,-0.00952,-0.05999,-0.17669,-0.09566,-0.06054
-1.08721,-1.12498,-0.96267,-0.67292,-1.22214,-0.39765,-0.54146,-0.8372,-0.99014,-0.98418,-0.92058,-0.58958,-0.82699,0.25857,-0.14547,-0.48616,-0.57189,-0.45894,-0.00892,-0.11665,-0.21214,0.06672,0.22687,0.56032,0.35137,0.10808,0.1292,0.20301,-0.06194,-0.29894,-0.33405,-0.47573,-0.31859,-0.47971,-0.63217,0.01822,0.26222,-0.01013,0.11668,0.07793,-0.11354,0.01667,-0.19077,-0.31923,-0.18812,-0.23754,-0.34798,-0.26429
0.5528,-0.45023,-0.67194,-0.63473,-0.43916,-0.96122,-0.23479,-0.37947,-0.6531,-0.80211,-0.81107,-0.76595,-0.45643,-0.67456,0.30297,-0.07301,-0.392,-0.47285,-0.37209,0.04846,-0.04877,-0.13233,0.12782,0.27614,0.58864,0.40152,0.15901,0.17553,0.24456,-0.009,-0.23966,-0.2742,-0.40548,-0.25483,-0.40889,-0.55543,0.06684,0.29602,0.03433,0.15423,0.11526,-0.06733,0.0539,-0.14313,-0.26614,-0.13871,-0.18719,-0.29594
-1.47108,-0.54487,-1.09428,-1.12296,-1.07024,-0.86608,-1.32318,-0.58464,-0.69098,-0.96655,-1.12791,-1.13196,-1.05553,-0.74915,-0.96523,0.04679,-0.33459,-0.63044,-0.70606,-0.59672,-0.16546,-0.26995,-0.3552,-0.09044,0.074,0.4071,0.21483,-0.03249,-0.01656,0.06066,-0.19129,-0.41169,-0.44784,-0.58108,-0.43029,-0.58453,-0.7279,-0.10321,0.13031,-0.13255,-0.01363,-0.04353,-0.22444,-0.09766,-0.29016,-0.41229,-0.28728,-0.33536
-0.47756,-1.35382,-0.69088,-1.2265,-1.23112,-1.19606,-0.99956,-1.45096,-0.71858,-0.83061,-1.10458,-1.26492,-1.26454,-1.17426,-0.8521,-1.0721,-0.03129,-0.41105,-0.70054,-0.78275,-0.67253,-0.24369,-0.3463,-0.43499,-0.16451,0.00658,0.35041,0.1614,-0.08275,-0.07053,0.0075,-0.24686,-0.4654,-0.50062,-0.63107,-0.47952,-0.63448,-0.77405,-0.14694,0.08802,-0.17154,-0.05542,-0.0844,-0.26115,-0.13293,-0.32479,-0.4447,-0.3209
0.1091,-0.30968,-1.14212,-0.56501,-1.09472,-1.14687,-1.1212,-0.95523,-1.39539,-0.69099,-0.80525,-1.08619,-1.23928,-1.24166,-1.16337,-0.84052,-1.05195,-0.03575,-0.40378,-0.69028,-0.77027,-0.66068,-0.23928,-0.34089,-0.42657,-0.16204,0.00694,0.33998,0.15693,-0.08417,-0.07367,0.00127,-0.24671,-0.46629,-0.50175,-0.62863,-0.47967,-0.62894,-0.76856,-0.15447,0.0765,-0.17979,-0.06758,-0.09549,-0.26977,-0.14311,-0.33467,-0.45085
0.82856,0.69595,0.28446,-0.49106,-0.14321,-0.71863,-0.85058,-0.84973,-0.69525,-1.14717,-0.46102,-0.5813,-0.8529,-1.01667,-1.02217,-0.95347,-0.64909,-0.87377,0.12387,-0.24421,-0.54829,-0.62555,-0.51591,-0.0958,-0.19619,-0.28346,-0.02711,0.13472,0.45766,0.28459,0.04536,0.05475,0.12548,-0.13011,-0.35721,-0.39327,-0.52291,-0.37118,-0.52545,-0.67181,-0.05658,0.17444,-0.08269,0.02774,-0.00288,-0.18125,-0.05327,-0.24579
-0.86943,-0.06432,-0.03221,-0.30726,-0.87541,-0.47889,-0.97305,-1.05593,-1.06735,-0.93139,-1.34877,-0.68501,-0.79684,-1.06863,-1.20887,-1.21626,-1.13691,-0.84272,-1.053,-0.07318,-0.43459,-0.71626,-0.79286,-0.67745,-0.26576,-0.37153,-0.46028,-0.1991,-0.02433,0.3129,0.13082,-0.10763,-0.09969,-0.02075,-0.2768,-0.49614,-0.52812,-0.65554,-0.50596,-0.65735,-0.79722,-0.18882,0.05137,-0.20677,-0.09156,-0.1168,-0.29614,-0.16518
1.69418,0.98531,1.21108,1.10967,0.85672,0.27603,0.45596,-0.00366,-0.2862,-0.32538,-0.19169,-0.58094,-0.02404,-0.15194,-0.38789,-0.53959,-0.56013,-0.53634,-0.28149,-0.49074,0.37341,0.04847,-0.25818,-0.33779,-0.2364,0.14462,0.05323,-0.03353,0.20272,0.35183,0.64402,0.47534,0.25297,0.26485,0.32556,0.07234,-0.16107,-0.19647,-0.31595,-0.16601,-0.31817,-0.46915,0.12369,0.33536,0.08179,0.18964,0.15262,-0.0287
1.32358,1.8991,1.43389,1.61489,1.47818,1.26743,0.81937,0.88272,0.51815,0.23194,0.17173,0.27548,-0.10645,0.35759,0.22514,0.01908,-0.11209,-0.13543,-0.13259,0.09175,-0.10223,0.67456,0.38502,0.08597,0.0056,0.08323,0.4319,0.3523,0.27161,0.4812,0.62121,0.87309,0.71009,0.51089,0.52519,0.57208,0.33012,0.09527,0.05926,-0.05207,0.08817,-0.05646,-0.202,0.34956,0.54153,0.29909,0.40091,0.3579
1.56522,1.78547,2.22575,1.87118,2.03401,1.8346,1.62653,1.26883,1.26233,0.94846,0.70582,0.64789,0.72005,0.33919,0.72338,0.60695,0.41801,0.29656,0.27476,0.25249,0.44478,0.25139,0.95321,0.6999,0.41216,0.32462,0.38113,0.70224,0.63272,0.55905,0.74522,0.86749,1.08378,0.93672,0.7561,0.76554,0.80194,0.57315,0.34184,0.31155,0.20254,0.33591,0.19909,0.05581,0.5752,0.74613,0.51267,0.6126
-0.61842,0.67074,1.2702,1.78455,1.44052,1.5758,1.48984,1.31475,0.96867,1.0112,0.72522,0.50682,0.44068,0.51225,0.16653,0.55776,0.43821,0.25523,0.14424,0.12124,0.09844,0.30458,0.10649,0.83224,0.57627,0.29146,0.20464,0.25776,0.59009,0.51485,0.44601,0.6367,0.76973,0.99356,0.84306,0.65417,0.66225,0.70314,0.47098,0.23909,0.20557,0.09409,0.2303,0.0894,-0.05552,0.47206,0.64814,0.41085
0.32775,-0.3344,0.59292,1.19408,1.65219,1.34673,1.48105,1.40942,1.25572,0.94076,0.99874,0.73142,0.53914,0.48413,0.54089,0.22334,0.60173,0.48641,0.30538,0.18466,0.1555,0.12696,0.32156,0.12845,0.81701,0.57286,0.29299,0.20496,0.25353,0.57791,0.50654,0.43381,0.62043,0.74681,0.96998,0.81895,0.63695,0.64281,0.68215,0.46264,0.24222,0.20863,0.10564,0.23983,0.10511,-0.03476,0.47281,0.64708
0.75858,0.58044,0.11309,0.85165,1.30284,1.65212,1.40589,1.53494,1.46931,1.32435,1.04147,1.08746,0.84211,0.65051,0.60836,0.66083,0.35556,0.69768,0.58941,0.42609,0.31106,0.28161,0.25291,0.42671,0.24415,0.88115,0.65382,0.3935,0.31049,0.35465,0.65542,0.59013,0.52231,0.69475,0.81342,1.02383,0.88535,0.71215,0.72121,0.75335,0.54105,0.32499,0.29696,0.19204,0.32195,0.19182,0.05585,0.54032
0.01496,0.48718,0.3643,0.00113,0.68932,1.17105,1.53425,1.2919,1.41072,1.36067,1.23809,0.96845,1.01179,0.75451,0.57011,0.52939,0.58186,0.28837,0.61905,0.52098,0.36367,0.25842,0.23256,0.20653,0.37384,0.20952,0.82598,0.59909,0.3443,0.26712,0.30814,0.60244,0.53793,0.47443,0.648,0.76498,0.97723,0.83444,0.66066,0.66855,0.70174,0.49561,0.2844,0.25866,0.15634,0.28398,0.15698,0.02459
-1.25263,-0.84363,-0.12591,-0.12754,-0.43313,0.2896,0.85705,1.28663,1.05001,1.17651,1.151,1.03289,0.75692,0.81543,0.54504,0.36033,0.30918,0.37152,0.08782,0.44049,0.34651,0.1846,0.07724,0.04907,0.03289,0.21189,0.0469,0.67861,0.44475,0.1889,0.11458,0.16527,0.46538,0.39747,0.33502,0.51404,0.63302,0.85815,0.70802,0.52647,0.53286,0.57243,0.36386,0.15387,0.13124,0.02917,0.1581,0.02919
