"Description: Standardized Precipitation Evapotranspiration Index (SPEI) at timescales between 1 and 48 months. Each column is a time series of monthly SPEI values starting on January 1901. Units: standard (Z) scores, i.e. normally distributed values with mean 0 and unit standard deviation. Missing value: NA. Not a number: nan. Version: 2.5 - July 2017. Comment: Using Penman equation for ET. Creators: Santiago Beguería - santiago.begueria_add_the_at_symbol_csic.es and Sergio Vicente-Serrano - svicen_add_the_at_symbol_ipe.csic.es."
SPEI01,SPEI02,SPEI03,SPEI04,SPEI05,SPEI06,SPEI07,SPEI08,SPEI09,SPEI10,SPEI11,SPEI12,SPEI13,SPEI14,SPEI15,SPEI16,SPEI17,SPEI18,SPEI19,SPEI20,SPEI21,SPEI22,SPEI23,SPEI24,SPEI25,SPEI26,SPEI27,SPEI28,SPEI29,SPEI30,SPEI31,SPEI32,SPEI33,SPEI34,SPEI35,SPEI36,SPEI37,SPEI38,SPEI39,SPEI40,SPEI41,SPEI42,SPEI43,SPEI44,SPEI45,SPEI46,SPEI47,SPEI48
-0.41586,0.59404,0.49769,1.26626,1.61081,1.17663,0.90329,0.84556,1.02371,1.28119,1.07264,1.30387,1.26877,1.38542,1.23992,0.98004,0.71942,0.51898,0.66197,0.75137,0.59068,0.68156,0.61226,0.61843,0.53012,0.36746,0.30036,0.14415,-0.18799,-0.46409,-0.79842,-1.10032,-1.29198,-1.39763,-1.50353,-1.60993,-1.67145,-1.73841,-1.73895,-1.62173,-1.17743,-1.25525,-1.40755,-1.32546,-1.40191,-1.31733,-1.13871,-1.14352
-0.11886,-0.40582,0.40647,0.32006,1.11297,1.4993,1.06833,0.82199,0.77447,0.95981,1.21934,1.01449,1.24732,1.21714,1.33388,1.18612,0.93986,0.68573,0.49305,0.63276,0.72186,0.56955,0.66651,0.59542,0.6036,0.51697,0.34879,0.28354,0.12819,-0.2011,-0.48506,-0.83213,-1.14033,-1.33949,-1.4466,-1.55113,-1.6669,-1.72725,-1.79357,-1.78546,-1.65823,-1.20533,-1.28369,-1.44122,-1.35554,-1.42997,-1.34149,-1.16012
1.54751,1.17553,0.81786,1.16149,1.01822,1.46939,1.71586,1.41892,1.23277,1.1906,1.2882,1.48013,1.30394,1.48708,1.44906,1.5474,1.42121,1.19094,0.96282,0.78682,0.92588,1.00124,0.83526,0.90967,0.84299,0.84991,0.76356,0.60643,0.54436,0.38763,0.06762,-0.20915,-0.55509,-0.88061,-1.0752,-1.19556,-1.29826,-1.40111,-1.45427,-1.51566,-1.52451,-1.40291,-0.96465,-1.05377,-1.22313,-1.15294,-1.22711,-1.14842
0.9806,1.67014,1.46877,1.19189,1.4057,1.27864,1.59298,1.80303,1.56197,1.41165,1.35594,1.4211,1.59028,1.41778,1.58464,1.55159,1.64027,1.51995,1.30984,1.10157,0.94176,1.08042,1.14101,0.98099,1.04082,0.97999,0.98928,0.90713,0.76154,0.70399,0.55059,0.2471,-0.02039,-0.35817,-0.69477,-0.89614,-1.02872,-1.13602,-1.23786,-1.29061,-1.35984,-1.37601,-1.2504,-0.81039,-0.9077,-1.0809,-1.01823,-1.09691
-1.04352,-0.07346,0.75741,0.63334,0.48304,0.80897,0.71857,1.23846,1.53886,1.25231,1.06214,0.99552,1.1265,1.35277,1.16636,1.37527,1.33563,1.44818,1.30672,1.08472,0.86326,0.69467,0.83334,0.90749,0.75688,0.83511,0.77098,0.78783,0.70217,0.5506,0.50349,0.34878,0.03282,-0.22539,-0.55001,-0.85896,-1.04777,-1.16592,-1.26638,-1.36731,-1.41542,-1.47599,-1.48456,-1.36429,-0.94905,-1.03306,-1.18974,-1.12671
1.17825,0.07261,0.50484,1.12845,1.03387,0.87804,1.12169,1.03598,1.44202,1.68905,1.43504,1.30024,1.22076,1.3082,1.4915,1.32713,1.51565,1.47495,1.57739,1.44865,1.24571,1.03455,0.88218,1.01392,1.07372,0.92768,0.99066,0.93174,0.94804,0.86896,0.72923,0.68523,0.5419,0.23855,-0.01202,-0.33621,-0.65833,-0.85194,-0.98802,-1.09491,-1.18685,-1.23205,-1.29985,-1.31719,-1.19456,-0.77793,-0.87241,-1.03532
1.12576,1.39822,0.58567,0.88147,1.37579,1.2806,1.12725,1.30441,1.23776,1.56216,1.75363,1.56973,1.49725,1.42318,1.47339,1.64008,1.48602,1.65232,1.60686,1.69971,1.585,1.3936,1.20221,1.06801,1.19051,1.23989,1.0957,1.14062,1.08563,1.09537,1.02457,0.89139,0.85587,0.71321,0.42855,0.1824,-0.13718,-0.46777,-0.66125,-0.81248,-0.91914,-1.00672,-1.04865,-1.11759,-1.13884,-1.01975,-0.6216,-0.72246
-0.15007,0.56985,1.01278,0.34412,0.67864,1.14242,1.0683,0.94187,1.12494,1.07599,1.41489,1.62465,1.42958,1.33051,1.27129,1.35198,1.52423,1.38668,1.54495,1.51883,1.6017,1.4838,1.2916,1.10035,0.97033,1.09394,1.14442,1.00251,1.04578,0.99718,1.0076,0.93523,0.80198,0.76294,0.62462,0.3382,0.10191,-0.2096,-0.51873,-0.70144,-0.84288,-0.94799,-1.03315,-1.0763,-1.14561,-1.16563,-1.05101,-0.65658
-0.57749,-0.73152,0.05391,0.57183,0.02087,0.37803,0.82333,0.7707,0.65903,0.85644,0.82409,1.22168,1.48083,1.26304,1.13189,1.05533,1.15852,1.34362,1.20892,1.37085,1.3498,1.44332,1.32307,1.1319,0.93527,0.7988,0.92249,0.98387,0.85144,0.90564,0.85579,0.8706,0.79956,0.66472,0.62575,0.48675,0.2064,-0.02484,-0.32626,-0.62297,-0.80132,-0.93554,-1.03554,-1.12102,-1.16421,-1.22632,-1.2424,-1.13023
-1.49659,-1.39493,-1.26049,-0.6058,-0.06684,-0.5,-0.07409,0.40546,0.36043,0.2757,0.50538,0.47944,0.92535,1.23735,0.98632,0.81733,0.74196,0.88481,1.10007,0.95865,1.14198,1.12488,1.23471,1.10631,0.91036,0.71107,0.5612,0.68906,0.75878,0.63532,0.69734,0.64537,0.66239,0.59147,0.45477,0.41549,0.2792,-0.00532,-0.22916,-0.5175,-0.7867,-0.95355,-1.07126,-1.16484,-1.24725,-1.28991,-1.34578,-1.35997
-0.63176,-1.43073,-1.4836,-1.35218,-0.79327,-0.27405,-0.66406,-0.21982,0.28071,0.23094,0.14578,0.37615,0.35881,0.81491,1.14054,0.88152,0.7014,0.62787,0.78415,1.01006,0.86779,1.05943,1.04496,1.15652,1.02948,0.83446,0.62996,0.47797,0.60811,0.68093,0.55741,0.62486,0.57162,0.58724,0.51782,0.37933,0.33671,0.20244,-0.08468,-0.30543,-0.58939,-0.84532,-1.00727,-1.11669,-1.20773,-1.28986,-1.33302,-1.38486
-1.55413,-1.35621,-1.94291,-1.92053,-1.67214,-1.1735,-0.66487,-1.03147,-0.55491,-0.01192,-0.05429,-0.15151,0.11462,0.11424,0.61532,0.9611,0.68255,0.48638,0.42104,0.59427,0.83822,0.69938,0.90357,0.89598,1.0159,0.88806,0.69314,0.48635,0.32939,0.45651,0.53408,0.41523,0.49027,0.43977,0.45923,0.38637,0.24436,0.20303,0.06952,-0.21847,-0.43397,-0.71539,-0.96146,-1.12015,-1.21997,-1.31199,-1.39856,-1.44835
-0.55722,-1.48319,-1.52164,-1.98689,-1.94548,-1.69672,-1.24953,-0.80066,-1.14328,-0.67877,-0.13669,-0.16985,-0.27002,-0.00632,0.00321,0.50487,0.86203,0.58397,0.3844,0.32233,0.4975,0.74708,0.60836,0.81272,0.80877,0.93405,0.80794,0.61232,0.40716,0.25066,0.3763,0.4549,0.34036,0.4144,0.36282,0.37879,0.30969,0.17111,0.12613,-0.005,-0.28985,-0.49908,-0.77374,-1.00767,-1.16295,-1.25858,-1.34756,-1.43057
0.32678,-0.12403,-1.02857,-1.08974,-1.62102,-1.77266,-1.58926,-1.14162,-0.70453,-1.04796,-0.59748,-0.07207,-0.09981,-0.19792,0.05606,0.05835,0.54386,0.89155,0.62718,0.43212,0.36686,0.54215,0.78748,0.6501,0.84862,0.84576,0.9628,0.84166,0.65273,0.45584,0.30289,0.42765,0.50337,0.38438,0.4564,0.40299,0.41881,0.34813,0.20785,0.15888,0.02545,-0.25481,-0.46741,-0.74849,-0.98715,-1.14423,-1.24068,-1.33127
-1.09553,-0.61766,-0.8452,-1.47327,-1.48012,-1.99897,-2.0566,-1.75351,-1.3811,-0.9917,-1.30707,-0.87098,-0.33378,-0.36472,-0.45697,-0.19831,-0.18581,0.32118,0.69909,0.41568,0.21,0.15437,0.34547,0.61882,0.47498,0.69326,0.68962,0.82071,0.69723,0.49495,0.28443,0.13081,0.25712,0.34291,0.22248,0.3044,0.2521,0.27052,0.199,0.05181,0.00457,-0.12905,-0.40337,-0.60881,-0.87807,-1.10295,-1.25405,-1.33892
0.38539,-0.38205,-0.23406,-0.45173,-1.03538,-1.10805,-1.58229,-1.88051,-1.57471,-1.18221,-0.79893,-1.09841,-0.70634,-0.21639,-0.24886,-0.33378,-0.09707,-0.08697,0.38577,0.74081,0.46809,0.28632,0.22652,0.40473,0.6641,0.5263,0.73997,0.73397,0.85889,0.7423,0.54307,0.33906,0.18997,0.31961,0.40163,0.27998,0.35481,0.30265,0.32359,0.2541,0.11013,0.06136,-0.07385,-0.35585,-0.56011,-0.82917,-1.05406,-1.20754
-0.74909,-0.33187,-0.78286,-0.66942,-0.80846,-1.25569,-1.26168,-1.64224,-1.92822,-1.69985,-1.34322,-1.01175,-1.24975,-0.92204,-0.48997,-0.51842,-0.58254,-0.35757,-0.33113,0.15014,0.52568,0.25944,0.07875,0.0345,0.21875,0.48724,0.35061,0.57195,0.56627,0.69443,0.58688,0.38604,0.17237,0.03034,0.16277,0.25271,0.13124,0.20763,0.15599,0.17653,0.1052,-0.03804,-0.0799,-0.20922,-0.47904,-0.66905,-0.92061,-1.12787
-1.25102,-1.38723,-0.88451,-1.19668,-1.10454,-1.24708,-1.65245,-1.58252,-1.92166,-2.30181,-1.96675,-1.56479,-1.24148,-1.45281,-1.1549,-0.75175,-0.78756,-0.84945,-0.63316,-0.5987,-0.11839,0.26211,0.00639,-0.16913,-0.19759,-0.01006,0.27066,0.14015,0.36983,0.36863,0.50559,0.3971,0.20066,-0.02099,-0.16218,-0.03509,0.06455,-0.05633,0.02566,-0.02036,-0.00269,-0.07401,-0.21762,-0.25465,-0.38126,-0.6458,-0.82647,-1.06436
1.16219,0.05807,-0.4583,-0.26183,-0.59167,-0.50505,-0.62097,-0.95859,-1.0204,-1.35558,-1.63595,-1.56237,-1.22748,-0.90119,-1.12269,-0.83178,-0.43596,-0.46546,-0.52404,-0.31324,-0.30258,0.16035,0.50578,0.26648,0.10274,0.06017,0.23229,0.47984,0.3568,0.56894,0.57093,0.69308,0.59659,0.40129,0.1906,0.04657,0.16669,0.25518,0.13636,0.20875,0.16,0.17627,0.10695,-0.03519,-0.07697,-0.20821,-0.48259,-0.66891
1.62635,1.82793,1.30126,0.75945,0.76914,0.40288,0.45645,0.32978,-0.01892,-0.15181,-0.49041,-0.70689,-0.81326,-0.51746,-0.20789,-0.45292,-0.16684,0.20117,0.17371,0.10526,0.28882,0.26536,0.64964,0.92617,0.71429,0.57637,0.51429,0.64679,0.83988,0.7324,0.91351,0.90799,1.00764,0.92014,0.74699,0.55665,0.42941,0.53587,0.60171,0.49215,0.54777,0.50153,0.51736,0.45774,0.33054,0.28564,0.15937,-0.10835
-1.23017,0.80743,1.21105,0.62544,0.18966,0.27731,-0.06631,-0.00357,-0.12221,-0.44076,-0.55371,-0.88661,-1.12257,-1.15829,-0.85921,-0.53304,-0.7613,-0.47616,-0.11233,-0.13283,-0.20096,-0.0137,-0.01953,0.38031,0.67023,0.44885,0.30838,0.2596,0.40734,0.62038,0.50983,0.70114,0.69815,0.80572,0.71426,0.53638,0.3479,0.22141,0.33262,0.4055,0.29637,0.35572,0.31382,0.32613,0.2677,0.13728,0.09533,-0.02696
0.57872,-0.51257,0.80302,1.203,0.6942,0.32324,0.39354,0.07113,0.13425,0.02775,-0.27582,-0.40499,-0.72353,-0.92416,-1.00179,-0.73382,-0.42951,-0.642,-0.38188,-0.04279,-0.05812,-0.11622,0.05784,0.04868,0.42188,0.70913,0.48963,0.35212,0.30351,0.44686,0.64643,0.53652,0.72146,0.72143,0.82839,0.73797,0.56805,0.38194,0.25877,0.36433,0.43259,0.32847,0.38331,0.34401,0.35531,0.30016,0.17449,0.13233
0.41078,0.57406,-0.32077,0.82138,1.21591,0.75073,0.39963,0.47439,0.17781,0.23021,0.11954,-0.18565,-0.31599,-0.63934,-0.83643,-0.92617,-0.66519,-0.36892,-0.57532,-0.31693,0.02091,-3e-05,-0.05966,0.10703,0.09845,0.46471,0.74253,0.52841,0.39385,0.34388,0.48253,0.67797,0.5681,0.74763,0.74911,0.85429,0.7617,0.5956,0.40865,0.28397,0.38665,0.45374,0.34993,0.4036,0.36684,0.37866,0.32423,0.19941
1.65048,1.40692,1.29957,0.53959,1.32443,1.61701,1.24111,0.90642,0.92838,0.65224,0.69329,0.57121,0.29449,0.14949,-0.16796,-0.37887,-0.50614,-0.25932,0.01195,-0.20389,0.03078,0.34615,0.32552,0.26493,0.41886,0.40291,0.73528,0.98896,0.79245,0.66672,0.61115,0.73233,0.90041,0.79917,0.9616,0.9588,1.05462,0.96629,0.80982,0.63737,0.51814,0.61148,0.66454,0.5629,0.60769,0.56973,0.58145,0.52986
-0.39181,1.13508,1.06464,1.03453,0.3545,1.13559,1.4597,1.08559,0.77422,0.82393,0.55245,0.60582,0.47937,0.20256,0.06616,-0.2602,-0.46612,-0.58442,-0.33092,-0.06092,-0.27454,-0.04006,0.27497,0.25194,0.1945,0.3509,0.33897,0.67077,0.92874,0.73176,0.6036,0.5481,0.67402,0.84361,0.74074,0.90333,0.90374,1.00272,0.91174,0.75442,0.58024,0.45925,0.55244,0.60808,0.50785,0.55545,0.51624,0.52863
-0.38237,-0.60741,0.78719,0.74746,0.81686,0.20292,0.97419,1.29384,0.95257,0.66383,0.71323,0.45049,0.51105,0.39023,0.11482,-0.02091,-0.34238,-0.55147,-0.66109,-0.40223,-0.12985,-0.33705,-0.09145,0.2239,0.20293,0.14489,0.29745,0.28839,0.62804,0.89134,0.69813,0.56902,0.51336,0.63751,0.80943,0.70424,0.86922,0.86856,0.9681,0.87402,0.71325,0.5398,0.41873,0.51295,0.57133,0.46857,0.51934,0.47988
0.36181,-0.11014,-0.3258,0.73777,0.75359,0.83499,0.28221,0.96687,1.29313,0.96517,0.68919,0.74455,0.49253,0.547,0.42178,0.15418,0.017,-0.30178,-0.50299,-0.62082,-0.37494,-0.11086,-0.31644,-0.07073,0.23699,0.21478,0.15408,0.30858,0.30374,0.6439,0.90884,0.71501,0.58024,0.52424,0.64915,0.82343,0.71648,0.88344,0.88291,0.9813,0.88676,0.72441,0.55031,0.42606,0.52513,0.58434,0.47924,0.52877
-0.31255,-0.08336,-0.35143,-0.49466,0.49479,0.52763,0.66206,0.18082,0.82707,1.13124,0.79289,0.55946,0.61926,0.36956,0.42188,0.3141,0.05385,-0.07024,-0.37701,-0.56846,-0.67879,-0.43328,-0.17493,-0.37647,-0.13358,0.16791,0.15153,0.08893,0.2413,0.2381,0.57617,0.84348,0.65051,0.52245,0.46889,0.59266,0.76764,0.66207,0.8336,0.83528,0.93564,0.8399,0.67679,0.49318,0.37084,0.46656,0.52872,0.42349
-0.42407,-0.58123,-0.41426,-0.59518,-0.68297,0.13483,0.18718,0.35518,-0.07311,0.60485,0.90936,0.54666,0.31032,0.39285,0.14897,0.20623,0.11025,-0.13604,-0.24148,-0.51874,-0.69686,-0.78353,-0.54732,-0.29175,-0.48096,-0.24972,0.05054,0.03459,-0.02579,0.12514,0.13282,0.46975,0.7338,0.54206,0.4157,0.36778,0.48913,0.66591,0.56039,0.7349,0.73529,0.83678,0.74147,0.57793,0.39555,0.27577,0.36862,0.43509
-0.95131,-0.98241,-0.93887,-0.79925,-0.9355,-1.02415,-0.27673,-0.17151,0.02031,-0.39052,0.34091,0.61714,0.25756,0.04582,0.14687,-0.07318,-0.0214,-0.10591,-0.34555,-0.44629,-0.72222,-0.89014,-0.95989,-0.72355,-0.46151,-0.65135,-0.4233,-0.11398,-0.13147,-0.18915,-0.03064,-0.01765,0.33149,0.59595,0.40007,0.26526,0.22381,0.34813,0.53205,0.43132,0.60782,0.6101,0.71568,0.62106,0.45711,0.26683,0.14717,0.24136
0.31526,-0.48426,-0.70501,-0.74966,-0.63991,-0.75087,-0.82835,-0.19405,-0.09107,0.07727,-0.28327,0.37995,0.63975,0.29347,0.09962,0.18684,-0.0332,0.02219,-0.05446,-0.29241,-0.39929,-0.66936,-0.839,-0.91754,-0.6757,-0.41444,-0.60892,-0.38616,-0.07978,-0.09885,-0.15296,0.00232,0.01802,0.35618,0.62003,0.4227,0.28752,0.24568,0.37005,0.55265,0.44925,0.62396,0.62604,0.72974,0.63225,0.46587,0.27178,0.15453
1.0776,0.89183,0.2503,-0.08568,-0.22257,-0.1407,-0.26747,-0.34077,0.21704,0.2972,0.44639,0.11335,0.68302,0.91972,0.60888,0.42538,0.49663,0.28215,0.33032,0.24345,0.01135,-0.11057,-0.37053,-0.54739,-0.64709,-0.41255,-0.17656,-0.36703,-0.16232,0.12489,0.11214,0.05485,0.19714,0.2071,0.51687,0.75586,0.57581,0.44974,0.40579,0.52145,0.68688,0.59013,0.752,0.75539,0.85135,0.75992,0.60646,0.4309
0.06492,0.71277,0.682,0.15566,-0.10496,-0.23151,-0.17445,-0.29381,-0.37185,0.14912,0.21794,0.36081,0.04256,0.59615,0.8337,0.52962,0.35175,0.42674,0.21974,0.27078,0.18506,-0.03561,-0.14643,-0.39155,-0.56119,-0.65182,-0.43014,-0.20696,-0.38594,-0.18701,0.08913,0.07711,0.021,0.15507,0.16608,0.46848,0.71163,0.5348,0.41471,0.3708,0.48229,0.64413,0.55213,0.70878,0.7133,0.80645,0.71492,0.56463
0.90386,0.50429,0.87919,0.87759,0.44198,0.20604,0.0563,0.08908,-0.01466,-0.08756,0.37877,0.41738,0.51901,0.20478,0.7131,0.94619,0.6495,0.47443,0.53037,0.34346,0.39137,0.31549,0.11203,0.00171,-0.23205,-0.39006,-0.49072,-0.28513,-0.07901,-0.25042,-0.06795,0.19083,0.18102,0.13142,0.25853,0.26695,0.55414,0.77881,0.6077,0.49385,0.44866,0.5542,0.70641,0.61844,0.76729,0.77051,0.85959,0.7715
-0.62454,0.2927,0.14775,0.59301,0.62335,0.21997,0.01989,-0.08904,-0.03084,-0.1398,-0.21819,0.24908,0.29747,0.39959,0.07738,0.6045,0.83354,0.5354,0.36937,0.43475,0.25311,0.29899,0.22212,0.01438,-0.08955,-0.31996,-0.47145,-0.5717,-0.37029,-0.16175,-0.33023,-0.14285,0.11379,0.10221,0.05515,0.18198,0.18766,0.48106,0.70706,0.53075,0.41435,0.37277,0.47991,0.635,0.54866,0.70019,0.70471,0.79384
1.00685,0.30475,0.72489,0.50641,0.84155,0.85887,0.50438,0.29207,0.17522,0.2117,0.10967,0.01567,0.46277,0.50081,0.59085,0.27144,0.76265,0.97698,0.69196,0.5227,0.57321,0.40155,0.44436,0.36811,0.16932,0.06393,-0.16251,-0.31313,-0.41323,-0.21537,-0.01701,-0.18933,-0.01093,0.24277,0.23579,0.18864,0.31031,0.31405,0.59323,0.80866,0.63983,0.52497,0.47923,0.58047,0.7258,0.6409,0.78558,0.78971
0.83055,1.1382,0.65444,0.89067,0.68133,0.95812,0.96932,0.65596,0.45564,0.34571,0.36807,0.28045,0.18,0.58762,0.62459,0.69057,0.38274,0.85544,1.0603,0.78389,0.61163,0.65392,0.48989,0.52597,0.45442,0.26652,0.1639,-0.06178,-0.20647,-0.31031,-0.11922,0.06842,-0.0989,0.06563,0.31136,0.30034,0.25846,0.37984,0.37785,0.64903,0.85919,0.6912,0.57922,0.53195,0.63108,0.77454,0.68893,0.83088
2.0837,1.9507,1.94152,1.53177,1.52917,1.35714,1.52546,1.54255,1.30249,1.0825,0.92643,0.92607,0.84937,0.75777,1.06075,1.07228,1.10756,0.85213,1.24141,1.43099,1.18776,1.00998,1.02894,0.88153,0.90703,0.84199,0.67053,0.57099,0.35804,0.22471,0.11494,0.29611,0.45889,0.28745,0.42637,0.64933,0.63695,0.59522,0.70275,0.69398,0.92969,1.11619,0.96265,0.8677,0.81383,0.89609,1.02212,0.94028
-0.69091,1.31943,1.41814,1.56086,1.19955,1.27599,1.11282,1.3079,1.34218,1.09677,0.89412,0.76308,0.77188,0.69416,0.59482,0.91838,0.93487,0.97849,0.71083,1.1281,1.32824,1.0717,0.89325,0.92017,0.76769,0.80094,0.73027,0.55083,0.45369,0.22973,0.0904,-0.01472,0.16789,0.34091,0.16658,0.31455,0.54872,0.53755,0.4959,0.60502,0.5976,0.84803,1.04412,0.8823,0.78449,0.73343,0.82029,0.95273
-1.47496,-1.68047,0.09033,0.4497,0.79579,0.48334,0.7507,0.66492,0.84936,0.8638,0.58526,0.44826,0.33605,0.35842,0.27881,0.19575,0.56194,0.59271,0.6582,0.37345,0.82084,1.02506,0.7603,0.60084,0.65136,0.49116,0.53483,0.4604,0.27191,0.17611,-0.04936,-0.18987,-0.29043,-0.09732,0.09291,-0.08428,0.07586,0.31994,0.31335,0.27185,0.38886,0.38263,0.65059,0.85587,0.68682,0.57662,0.53122,0.62765
-0.70979,-1.45105,-1.57616,-0.41286,-0.0659,0.29383,0.03706,0.35349,0.31712,0.54999,0.54607,0.25417,0.12163,0.03565,0.06895,-0.00589,-0.07388,0.30596,0.35041,0.4382,0.15295,0.62656,0.832,0.57303,0.42208,0.48051,0.32172,0.36866,0.2942,0.10594,0.02203,-0.20178,-0.34472,-0.43464,-0.24235,-0.04652,-0.22046,-0.06271,0.1787,0.17177,0.12845,0.24515,0.24394,0.51575,0.72616,0.55583,0.4421,0.40301
-1.07291,-1.24945,-1.61447,-1.72119,-0.83551,-0.53497,-0.16879,-0.35701,-0.01975,-0.02661,0.25467,0.22307,-0.05285,-0.16493,-0.22706,-0.178,-0.25636,-0.31489,0.07191,0.11969,0.214,-0.08531,0.41548,0.62636,0.37067,0.22777,0.2928,0.14015,0.18859,0.11641,-0.07056,-0.14973,-0.36862,-0.51407,-0.59826,-0.41077,-0.20858,-0.38128,-0.22072,0.0275,0.01738,-0.02531,0.0948,0.09791,0.37873,0.58941,0.41657,0.30067
-0.82691,-1.22705,-1.35986,-1.64929,-1.77255,-1.03387,-0.80188,-0.48937,-0.60418,-0.28627,-0.28327,0.01697,-0.01965,-0.2782,-0.36817,-0.43112,-0.3802,-0.45474,-0.50959,-0.1244,-0.07345,0.03304,-0.26943,0.24934,0.46951,0.21709,0.07406,0.13741,-0.01401,0.03035,-0.03849,-0.22782,-0.30396,-0.52816,-0.668,-0.74876,-0.56188,-0.35184,-0.51975,-0.35458,-0.10801,-0.1196,-0.16297,-0.04223,-0.03846,0.24637,0.46269,0.28935
-0.26642,-0.9084,-1.33583,-1.50736,-1.79689,-1.88184,-1.16201,-0.94184,-0.65127,-0.73844,-0.41243,-0.41939,-0.08943,-0.11293,-0.37406,-0.46529,-0.53124,-0.4766,-0.55747,-0.62589,-0.22874,-0.17395,-0.0667,-0.36277,0.13405,0.35765,0.10891,-0.03227,0.03288,-0.11441,-0.06882,-0.14296,-0.32476,-0.39829,-0.61374,-0.74466,-0.81584,-0.63507,-0.42413,-0.58157,-0.41668,-0.18073,-0.18843,-0.22786,-0.10974,-0.10439,0.17476,0.39282
0.87566,0.33884,-0.22717,-0.77681,-1.04462,-1.43826,-1.51844,-0.7957,-0.57488,-0.31263,-0.43242,-0.14475,-0.15041,0.11264,0.09583,-0.14296,-0.23141,-0.29024,-0.25433,-0.31935,-0.38404,-0.02865,0.01283,0.10597,-0.1752,0.28073,0.48606,0.25272,0.1197,0.17704,0.03745,0.08207,0.01138,-0.16753,-0.23813,-0.44869,-0.57848,-0.6501,-0.47405,-0.27801,-0.43478,-0.28509,-0.05172,-0.06486,-0.10021,0.01177,0.01412,0.27979
-1.29757,-0.03122,-0.36333,-0.77522,-1.16991,-1.39457,-1.71081,-1.74438,-1.08973,-0.88834,-0.63287,-0.7339,-0.46412,-0.48717,-0.209,-0.21544,-0.42043,-0.49988,-0.549,-0.5061,-0.56434,-0.61947,-0.27584,-0.22264,-0.12713,-0.38863,0.0566,0.26079,0.03527,-0.08952,-0.02651,-0.16476,-0.12241,-0.18945,-0.36237,-0.42829,-0.62661,-0.74445,-0.80406,-0.63599,-0.44126,-0.58897,-0.44142,-0.21529,-0.22939,-0.26258,-0.15337,-0.14919
1.41897,0.08726,0.58264,0.18292,-0.21291,-0.64637,-0.88874,-1.30828,-1.41134,-0.68949,-0.48877,-0.25247,-0.37749,-0.13206,-0.16266,0.08563,0.07094,-0.1501,-0.22833,-0.28159,-0.23849,-0.30107,-0.35731,-0.03004,0.01104,0.09835,-0.15467,0.26519,0.46049,0.23471,0.10884,0.16294,0.02486,0.06697,0.00568,-0.16524,-0.23577,-0.43195,-0.5551,-0.61914,-0.45936,-0.27525,-0.42253,-0.28358,-0.05922,-0.0717,-0.10338,0.00043
1.88936,2.02366,1.22469,1.32938,0.97631,0.61739,0.20724,-0.09109,-0.5973,-0.77615,-0.02094,0.14781,0.35268,0.20806,0.41241,0.35913,0.56372,0.55388,0.32055,0.22564,0.15353,0.18806,0.13035,0.07199,0.3731,0.39895,0.47183,0.23623,0.62014,0.79408,0.57703,0.44914,0.48268,0.35364,0.39711,0.33841,0.17625,0.10454,-0.08733,-0.21732,-0.29062,-0.13795,0.02593,-0.11928,0.00632,0.22115,0.21196,0.18235
0.44574,1.66723,1.83439,1.17509,1.28835,0.97953,0.63746,0.27183,-0.00496,-0.48859,-0.67357,0.06667,0.21837,0.40761,0.27078,0.45217,0.39732,0.60245,0.59401,0.36319,0.26472,0.19234,0.22754,0.16819,0.11321,0.40654,0.43263,0.49884,0.27146,0.6456,0.81505,0.60025,0.47599,0.50308,0.3745,0.41299,0.35921,0.20372,0.128,-0.05952,-0.18842,-0.26166,-0.11457,0.04555,-0.09783,0.02549,0.23586,0.22753
-1.81412,-1.15874,0.76846,1.15696,0.55328,0.80625,0.48772,0.14424,-0.23218,-0.47471,-0.94439,-1.09466,-0.34588,-0.1703,0.04572,-0.08672,0.12827,0.07794,0.3165,0.30282,0.07527,-0.00746,-0.06386,-0.0266,-0.0854,-0.14324,0.16398,0.20053,0.27934,0.04846,0.44944,0.62631,0.40568,0.2776,0.31601,0.18162,0.2227,0.16473,2e-05,-0.07812,-0.27005,-0.39117,-0.45896,-0.30881,-0.13475,-0.28116,-0.14482,0.06854
1.99416,0.92897,0.94903,1.70496,1.84055,1.31688,1.40429,1.17474,0.91972,0.60364,0.35525,-0.10966,-0.29801,0.37037,0.4887,0.64415,0.5077,0.6577,0.60678,0.79487,0.79348,0.56625,0.46483,0.39662,0.42241,0.36552,0.30856,0.58296,0.61105,0.66942,0.44939,0.81527,0.9764,0.76475,0.63491,0.65419,0.52646,0.56365,0.5099,0.35368,0.2742,0.08606,-0.03506,-0.11539,0.03218,0.18559,0.03631,0.15646
-0.07467,1.53423,0.64907,0.74609,1.48015,1.6768,1.20151,1.33045,1.08635,0.82839,0.51465,0.30418,-0.14331,-0.31647,0.30816,0.436,0.58849,0.4609,0.61002,0.5613,0.74126,0.74798,0.52645,0.43088,0.3683,0.39296,0.34334,0.28486,0.5536,0.58325,0.63826,0.42242,0.78527,0.94996,0.74091,0.61296,0.63113,0.50497,0.54528,0.49311,0.33886,0.25875,0.06933,-0.061,-0.13812,0.00503,0.15924,0.0088
