sitename,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Lilly_Dickey_Woods,140.24,114.21,128.53,143.8,121.94,126.12,126.81,121.48,124.19,127.33,126.17,138.48,110.7,130.07,120.87,138.96,150.71,117.63,120.3,133.37,105.67,118.94,131.83,141.3,141.58,146.21,112.29,128.24,128.14,126.29,104.06,128.49,123.95,129.57,115.83,138.55,138.25,117.5,127.93,135.93,118.83,121.76,144.99,130.12,118.6,103.27,132.78,123.2,122.19,139.34,136.65,122.92,122.97,115.94,130.15,119.24,123.29,134.42,130.69,134.19,127.76,133.64,127.51,133.14,124.77,128.86,120.57,125.88,133.66,126.9,124.38,130.1,103.09,116.15,120.94,137.86,117.71,133.69,127.23,140.58,126.08,118,116.74,120.52,109.9,117.78,120.01,140.47,127.73,105.25,108.58,110.06,127.68,114.88,131.75,140.85,125.34,92.28,110.9,115.74,105.95,113.73,112.97,102.66,115.79,99.68,104.71,121.66,106.19,113.68,96.8,90.39,126.05,134.15
Smithsonian_Conservation_Biology_Institute_(SCBI),139.99,119.53,118.37,142.88,131.41,122.05,131.4,121.55,128.41,121.34,124.85,130.29,101.82,127.88,119.48,121.6,137.86,119.19,114.8,121.97,95.76,111.01,116.73,131.92,122.47,133.6,103.31,118.02,108.19,121.13,103.73,111.24,114.47,122.24,106.99,116.68,114.83,107.03,109.29,120.07,113.78,107.07,124.98,120.08,100.78,93.6,112.34,100.99,92.87,117.32,116.16,109.41,105.56,109.13,115,102.88,100.95,121.71,124.09,130.31,109.73,120.58,115.04,116.48,118.08,124.76,122.17,115.77,127.26,120.29,112.71,110.21,96.94,102.84,107.19,118.05,103.76,120.82,104.54,119.67,117.21,107.09,107.39,108.88,99.1,118.45,116.78,128.86,124.91,97.49,105.5,102.99,115.96,112.45,113.61,121.25,130.91,107.19,121.72,126.26,99.74,101.31,106.92,100.22,106.12,86.62,98.52,101.9,100.83,117.01,108.08,102.75,118.53,131.96
Smithsonian_Environmental_Research_Center_(SERC),114.61,95.17,100.33,122.64,111.67,99.69,107.1,100.02,95.05,99.55,101.89,106.72,77.1,110.62,103.06,109.7,106.62,87.16,88.27,91.33,70.53,82.52,82.95,98.96,86.64,109.44,79.72,95.88,85,102.35,80.21,83.01,85.76,105.72,89.14,90.13,81.77,78.05,80.03,98.23,92.8,87.4,97.73,94.61,78.37,70.59,96.45,82.36,67.97,86.99,88.62,72.91,67.43,82.36,90.64,74.1,75.21,96.82,90.09,104.07,90.6,100.01,90.23,85.15,95.2,93.21,87.62,91.44,91.2,93.77,93.63,88.73,75.62,70.94,82.99,99.56,81.65,106.3,84.64,93.48,91.95,80.95,83.51,84.51,81.11,84.9,85.19,97.19,92.99,59.1,73.09,80.47,92.82,77.42,82.95,89.53,84.42,62.17,82.93,92.89,80.78,84.77,90.74,85.81,91.22,66.56,81.19,80.59,85.4,85.49,72.18,59.15,81.24,94.69
Tyson_Research_Center,112.51,98.87,110.85,125.51,112.65,116.45,107.73,102.25,103.56,108.87,108.07,122.14,93.8,104.98,100.94,109.49,118.91,94.7,102.33,108.54,78.13,94.3,99,112.84,110.03,120.07,90.05,102.17,106.79,100.02,76.32,114.24,95.95,102.33,93.13,113.99,117.88,81.83,97.86,109.93,98.16,99.17,128.66,110.23,100.58,107.72,85.44,107.7,101.96,123.64,123.57,114.4,101.67,102.83,116.61,111.04,104.04,113.35,111.35,120.23,110.7,117.2,112.04,112.95,105.67,109.39,100.24,109.71,118.13,111.96,103.78,111.35,90.91,99.03,105.38,117.33,99.99,116.14,116.24,116.09,102.68,108.34,102.6,105.95,103.34,100.81,91.13,117.88,110.22,82.1,91.23,85.16,109.11,88.45,105.19,121.13,108.98,87.01,93.59,106.17,97.28,104.89,97.87,89.59,96.8,89.99,96.44,113.22,94.42,103.11,88.39,78.78,114.48,118.88
Ilha_do_Cardoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.08,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Badagongshan,55.62,46.36,56.94,54.84,52.7,61.56,51.58,52.81,56.22,62.16,57.35,61.48,57.53,41.03,51.39,60.8,66.11,57.84,51.05,57.64,60.82,62.68,58.78,57.61,61.34,53.32,51.41,51.25,64.41,54.04,54.28,53.99,50.62,55.87,47,64,51.25,46.39,40.64,42.24,42.67,43.13,51.79,53.62,55.92,46.06,51.21,48.83,39,54.02,63.2,63.98,50.78,64.64,59.32,70.98,56.76,52.92,47.76,53.25,49.3,57.9,61.17,62.34,46.49,48.09,65.22,48.27,68.74,57.07,68.06,52.99,44.1,59.78,51.02,54.18,54.09,49.43,51.08,53.61,52.78,53.73,51.97,66.97,59.48,49.63,48.07,56.57,52.85,45.87,45.71,52.29,57.05,43.73,46.23,56.29,39.08,44.25,38.06,49,42.9,33.86,45.6,34.51,53.69,44.49,34.41,54.35,44.34,44.74,54.47,54.14,46.37,45.46
Gutianshan,63.12,43.72,65.13,55.34,41.55,52.91,50.39,53.82,58.25,63.41,55.58,62.56,63.64,43.77,53.28,58.64,73.27,53.6,57.35,50.21,53.09,50.15,52.23,57.82,58.81,52.96,53.89,46.28,56.54,51.05,51.07,56.49,52.76,58.87,42.48,55.33,49.24,54.26,52.4,50.11,36.67,58.91,59.56,56.28,58.54,47.63,50.42,40.53,42.88,52.01,49.69,57.6,39.97,52.19,56.43,61,46.91,52.6,39.02,47.23,51.39,63.3,59.02,60.65,50.95,45.14,69.62,50.45,70.64,58.75,60.46,50.56,45.4,52.05,46.15,52.25,56.27,48.92,37.48,50.99,55.37,51.06,53.3,63.43,58.09,54.11,49.28,56.67,44.71,38.16,44.17,48.58,53.25,40.77,54.36,58.21,40.75,38.32,41.66,40.73,39.69,31.44,48.44,37.3,61.56,42.66,35.38,61.6,49.46,46.34,57.75,51.19,52.49,49.14
Tiantongshan,44.54,29.14,44.86,35.8,29.1,38.06,34.81,30.17,33.96,42.03,29.38,36.77,42.63,26.58,35.28,34.48,65.12,39.5,36.95,33.34,36.88,36.92,41.59,42.4,45.59,38.12,37.05,31.44,31.71,29.91,32.11,38.87,39.32,43.01,25.86,41.4,25.63,34.41,34.24,32.69,21.39,39.18,43.95,42.65,44,29.09,34.42,29.78,29.12,32.86,29.13,34.39,22.85,30.04,34.64,38.84,34.86,34.7,27.24,29.08,30.68,37.5,48.61,31.6,33.37,26.53,51.33,37.63,43.57,37.39,40.86,32.08,28.67,34.31,30.82,34.74,35.46,34.05,20.54,35.64,32.43,31.05,32.02,37.91,32.57,36.01,31.35,28.02,23.46,22.31,24.41,26.82,31.6,24.14,33.87,33.06,24.99,17.88,23.59,24.24,24.21,17.92,30.54,21.4,42.07,21.7,15.07,33.37,25.41,26.82,39.34,32.04,27.23,25.53
Hong_Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.15,1.02,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0.28,0.59,0,0,0,0,0.42,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0
Nonggang,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.33,0,0,0,0,0,0,0.45,0,0,0,0,0.74,0,0.01,0.59,2.17,0.04,0.59,0,0,0.28,0.59,0,0,0,1.31,0.53,0,0,0,0,0,0,0.39,0,0.01,1.78,1.42,0.13,0.1,0,0.02,0.19,1.05,1.42,0.05,0,0,0.52,0.42,0.28,0,1.11,0.08,0.92,0.92,2.6,0.52,0.83,0,0,0,0,0.66,0.46,1.31,0,0.01,1.31,0,0,0,0,0,0.15,0,0,0.08,0,0,0.83,0,0,0,0.24,0.02,0,0,0.06,1.16,0.83,0,1.03,0,1.42,0.52
